year,avgTemp,minTemp,maxTemp,rainFall,holiday,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,result
20190910,23.8,22.1,26.5,63.2,0,0,0,0,0,0,0,0,0,1,0,0,0,8932
20190911,24.3,20.4,28.7,7.6,1.1,0,0,0,0,0,0,0,0,1,0,0,0,25416
20190912,21,18.7,22.9,3.9,1.2,0,0,0,0,0,0,0,0,1,0,0,0,76435
20190913,23.3,18.3,29.3,0.1,1.2,0,0,0,0,0,0,0,0,1,0,0,0,265218
20190914,22.4,20.8,24.1,0.3,1.2,0,0,0,0,0,0,0,0,1,0,0,0,185679
20190915,24.2,19.5,30,0,1.2,0,0,0,0,0,0,0,0,1,0,0,0,127387
20190916,24.5,20.7,30.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10894
20190917,23.5,18,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23143
20190918,21,16,25.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40416
20190919,19.5,13.6,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39580
20190920,19.6,15.8,24.2,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,40720
20190921,19.6,18.3,22.1,0,1.2,0,0,0,0,0,0,0,0,1,0,0,0,62427
20190922,18.6,17.3,19.6,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,31281
20190923,20,16.9,24.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18307
20190924,19.8,13.9,26.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28156
20190925,20.9,14.8,27.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60993
20190926,22.9,17.7,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41548
20190927,22.9,19.6,27,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,46451
20190928,23.7,19.4,29.2,0,1.2,0,0,0,0,0,0,0,0,1,0,0,0,66935
20190929,22.6,17.9,28.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,58366
20190930,22.4,16.4,29.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21809
20191001,23.1,17.6,28.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26760
20191002,21.6,20,24.2,23.1,1.1,0,0,0,0,0,0,0,0,0,1,0,0,34982
20191003,22.4,19.8,27.3,4.6,1.2,0,0,0,0,0,0,0,0,0,1,0,0,64710
20191004,22.4,18,27.8,0,1.2,0,0,0,0,0,0,0,0,0,1,0,0,60555
20191005,18.7,14.7,21.9,0.6,1.2,0,0,0,0,0,0,0,0,0,1,0,0,69940
20191006,18.1,13.2,22.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,61073
20191007,14.8,13.3,17.9,25.4,0,0,0,0,0,0,0,0,0,0,1,0,0,6731
20191008,14.7,10.6,19.8,0,1.1,0,0,0,0,0,0,0,0,0,1,0,0,32176
20191009,13.6,7.7,20.4,0,1.2,0,0,0,0,0,0,0,0,0,1,0,0,81784
20191010,15.2,10.7,19.8,0,1.1,0,0,0,0,0,0,0,0,0,1,0,0,43061
20191011,18.8,13,26.1,0,1.1,0,0,0,0,0,0,0,0,0,1,0,0,47977
20191012,17.9,13.3,23.3,0,1.2,0,0,0,0,0,0,0,0,0,1,0,0,75121
20191013,17.2,12.1,23.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,73539
20191014,14.4,9.5,19.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16867
20191015,14.5,8.8,20.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35424
20191016,14.6,9,20.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52135
20191017,15.4,11.2,21.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51180
20191018,17,12,22.7,0,1.1,0,0,0,0,0,0,0,0,0,1,0,0,58546
20191019,17,12.1,23.1,0,1.2,0,0,0,0,0,0,0,0,0,1,0,0,83986
20191020,16.5,12,22.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,74801
20191021,17.1,10.9,24.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20793
20191022,18.1,13.3,24.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38471
20191023,17,14.3,20.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55515
20191024,18.3,15.3,23.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58328
20191025,16.7,13.1,22,0,1.1,0,0,0,0,0,0,0,0,0,1,0,0,71014
20191026,10,6.6,14.9,0,1.2,0,0,0,0,0,0,0,0,0,1,0,0,105591
20191027,11,4.7,17.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,89086
20191028,12.9,7.4,17.7,1.7,0,0,0,0,0,0,0,0,0,0,1,0,0,20938
20191029,12.5,8.2,17.6,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,38390
20191030,11.2,5,17.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86860
20191031,14.8,8.4,19.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56767
20191101,14.9,11.4,20.5,0,1.1,0,0,0,0,0,0,0,0,0,0,1,0,52821
20191102,13.6,8.3,18.7,0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,95852
20191103,14.7,9.4,22.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,83201
20191104,13.8,9.2,20.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18169
20191105,12.4,8.4,18.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39875
20191106,11,6.3,16.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55307
20191107,9.2,5,13.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49784
20191108,6.8,1.1,13,0,1.1,0,0,0,0,0,0,0,0,0,0,1,0,49674
20191109,9.5,3.5,17.2,0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,93618
20191110,10,6.2,15.3,11.8,1,0,0,0,0,0,0,0,0,0,0,1,0,73046
20191111,11.2,7.9,15.1,1.1,0,0,0,0,0,0,0,0,0,0,0,1,0,15830
20191112,9.3,4.8,14.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37054
20191113,7.2,3,11.3,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,26886
20191114,1.3,-2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34917
20191115,5.6,1.4,7.6,18.8,1.1,0,0,0,0,0,0,0,0,0,0,1,0,25034
20191116,6.8,3.8,12.7,0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,75466
20191117,8.3,5.6,10.5,21.1,1,0,0,0,0,0,0,0,0,0,0,1,0,30365
20191118,4.6,0.4,12.7,14.7,0,0,0,0,0,0,0,0,0,0,0,1,0,14381
20191119,0.2,-3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19490
20191120,0.5,-4.6,6.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31035
20191121,4.2,-2.3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31590
20191122,9.7,3,17.3,0,1.1,0,0,0,0,0,0,0,0,0,0,1,0,37609
20191123,12.1,7.7,17.7,0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,65500
20191124,9.8,4.6,15.6,3.8,1,0,0,0,0,0,0,0,0,0,0,1,0,38963
20191125,1.9,-1.2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13094
20191126,6.6,1.2,13.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24508
20191127,3.1,0.3,6.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47413
20191128,3.5,-0.6,10.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32582
20191129,1.5,-3.4,6.9,0,1.1,0,0,0,0,0,0,0,0,0,0,1,0,31753
20191130,4.1,-1.4,9.3,0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,48466
20191201,4.6,2.3,6.2,3.3,1,0,0,0,0,0,0,0,0,0,0,0,1,22289
20191202,-0.1,-3.2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12646
20191203,0.5,-5,4.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,15069
20191204,2,-2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22722
20191205,-4.4,-8.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20780
20191206,-5.9,-10.6,-1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,1,19569
20191207,-2.4,-5.5,1.2,0.1,1.2,0,0,0,0,0,0,0,0,0,0,0,1,32668
20191208,-0.9,-5.5,4.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33941
20191209,3.2,-1.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11661
20191210,8.1,6,10.8,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,12321
20191211,6.3,0.1,9.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,21812
20191212,-0.7,-3.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22782
20191213,2.1,-3.7,5.9,1,1.1,0,0,0,0,0,0,0,0,0,0,0,1,23939
20191214,2.7,-0.1,6.4,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1,39565
20191215,5.3,0.4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,39481
20191216,7.8,2.1,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13577
20191217,7.7,3.2,10.2,9.8,0,0,0,0,0,0,0,0,0,0,0,0,1,11778
20191218,0.8,-1.7,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25502
20191219,-0.8,-4.5,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22022
20191220,-1.1,-3.5,2,0,1.1,0,0,0,0,0,0,0,0,0,0,0,1,23479
20191221,-1.2,-5.1,1.5,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,1,28714
20191222,4.1,0.3,8.4,0.3,1,0,0,0,0,0,0,0,0,0,0,0,1,35339
20191223,3.4,0.3,5.2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,13257
20191224,0.8,-2.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15806
20191225,2,-2.7,6.6,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1,56553
20191226,2,-2.4,4.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,21014
20191227,-1.7,-4.6,2.6,0,1.1,0,0,0,0,0,0,0,0,0,0,0,1,23904
20191228,1.1,-3.6,6.1,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1,40260
20191229,3.8,1.1,6.2,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,36583
20191230,2.7,-5.7,6.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,17645
20191231,-7.9,-10.9,-4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16941
20200101,-2.2,-6.5,0.3,0.1,1.2,1,0,0,0,0,0,0,0,0,0,0,0,36657
20200102,1,-0.7,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20265
20200103,-0.1,-3.4,4.6,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,20500
20200104,1.2,-2.8,6.1,0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,32991
20200105,1.3,-3.2,6.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,29027
20200106,3.1,0.6,4.6,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,6410
20200107,6.3,4.2,7.7,46.3,0,1,0,0,0,0,0,0,0,0,0,0,0,4753
20200108,2.4,-0.4,8.9,11.6,0,1,0,0,0,0,0,0,0,0,0,0,0,17242
20200109,-1.2,-3.1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17995
20200110,-0.6,-4.3,4.2,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,19933
20200111,-0.1,-2.6,3.9,0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,30204
20200112,-1,-3.5,2.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30067
20200113,-2.9,-4.7,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8850
20200114,-2.3,-5.7,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12045
20200115,-2.7,-6.4,2.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18337
20200116,-1.7,-5.5,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18489
20200117,-0.6,-4.8,4.9,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,19435
20200118,0.3,-4.1,5.9,0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,32975
20200119,1.9,-0.4,5.3,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,27107
20200120,0.7,-3.3,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10142
20200121,-0.4,-5.6,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11720
20200122,3,-0.1,7.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15412
20200123,4.6,0,9.9,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,14730
20200124,2.8,-1.3,7.4,0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,45930
20200125,4.3,0.6,8.8,0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,111096
20200126,5.5,-0.2,11.9,0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,104638
20200127,5.9,4.8,7.5,0.1,1.1,1,0,0,0,0,0,0,0,0,0,0,0,56951
20200128,6.8,4.3,9.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10158
20200129,6,3.2,9.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28457
20200130,5.2,1.4,10.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17187
20200131,3.9,1.4,8.9,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,14967
20200201,2.6,-1.2,7.6,0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,18486
20200202,1.5,-2.1,5.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17912
20200203,-0.4,-2.9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5063
20200204,-1.6,-6,3.9,1.7,0,0,1,0,0,0,0,0,0,0,0,0,0,8452
20200205,-8.3,-11,-4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8915
20200206,-6.4,-11.8,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9619
20200207,-1.7,-7.2,2.2,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,10755
20200208,-0.1,-2.3,3.7,0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,17618
20200209,-0.5,-5.6,4.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20108
20200210,4,-0.7,9.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5875
20200211,6.8,-0.5,14.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12248
20200212,7.4,6.5,8.2,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,5835
20200213,6.5,4.9,8.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13633
20200214,8.1,3.2,14.7,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,16153
20200215,9.8,6.2,15.6,2,1.2,0,1,0,0,0,0,0,0,0,0,0,0,21641
20200216,-1.4,-4.3,7.7,13.4,1,0,1,0,0,0,0,0,0,0,0,0,0,13999
20200217,-5.9,-7.1,-3.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4539
20200218,-4.1,-8.3,1.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8379
20200219,1,-4.4,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12698
20200220,4.6,-0.6,10.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13570
20200221,6.7,2.1,10.9,4.2,1.1,0,1,0,0,0,0,0,0,0,0,0,0,9754
20200222,4,0,7.9,3.1,1.2,0,1,0,0,0,0,0,0,0,0,0,0,10683
20200223,2.5,-2.5,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18418
20200224,7,0.8,12.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2995
20200225,6.7,4.7,9.4,16.6,0,0,1,0,0,0,0,0,0,0,0,0,0,3295
20200226,6.4,2.8,10.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16717
20200227,6.1,1.3,12.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12500
20200228,4.5,3.6,5.9,3.9,1.1,0,1,0,0,0,0,0,0,0,0,0,0,3256
20200301,7.7,4.5,13,0.5,1.2,0,0,1,0,0,0,0,0,0,0,0,0,17852
20200302,5.8,3.2,10.1,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,12445
20200303,3.4,0,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,941
20200304,4.8,0.3,10.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9665
20200305,2.2,-1.3,4.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6461
20200306,1.4,-2.8,6.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9765
20200307,3.7,-2.5,10.1,0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,11098
20200308,7,1.3,14.2,0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,17917
20200309,9.3,2.3,16.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,26959
20200310,11.1,4.8,17.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1104
20200311,6.4,3.2,10.8,11.8,0,0,0,1,0,0,0,0,0,0,0,0,0,2443
20200312,3.8,0,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12291
20200313,6.8,0.2,13.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12471
20200314,4.9,-0.1,8.7,0.5,1.1,0,0,1,0,0,0,0,0,0,0,0,0,11024
20200315,3.6,-2.7,8.6,0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,21050
20200316,4,0.2,8.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17980
20200317,3.6,-2.1,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
20200318,6.6,3.1,12.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8473
20200319,10,2.7,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16212
20200320,9.1,5.8,12.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4649
20200321,8.8,3.1,14,0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,15580
20200322,12.8,7.9,19.5,0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,28341
20200323,11,6.1,16.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,37216
20200324,10.6,5.4,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1421
20200325,11.4,5.3,17.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18040
20200326,12.5,6.1,19.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30564
20200327,14.8,8.1,20.6,1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,14140
20200328,11.9,6.7,15.8,2,1.1,0,0,1,0,0,0,0,0,0,0,0,0,15628
20200329,7.7,4.5,12.8,0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,30334
20200330,8.7,1.3,16.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,38151
20200331,10.2,4.3,16.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1850
20200401,11.9,4.7,18.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19463
20200402,11.3,6,17.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18257
20200403,9.3,3.4,15.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20242
20200404,10,5.3,16.3,0,1.1,0,0,0,1,0,0,0,0,0,0,0,0,20730
20200405,8.9,5,13.3,0,1.2,0,0,0,1,0,0,0,0,0,0,0,0,32049
20200406,7.2,1.9,13.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,35489
20200407,9.3,2.9,16.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1563
20200408,10.6,6,16.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17343
20200409,9.4,5.2,14.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17931
20200410,8.9,4.3,14.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17742
20200411,10.7,5.8,16.8,0,1.1,0,0,0,1,0,0,0,0,0,0,0,0,17577
20200412,9.9,6.2,16,0,1.2,0,0,0,1,0,0,0,0,0,0,0,0,30117
20200413,9.9,4.4,15.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,28359
20200414,12.4,4.3,20.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1683
20200415,13,7.6,19.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17806
20200416,13.2,7.2,20.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32999
20200417,16,8.9,23.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16608
20200418,12.5,10.4,15.4,6.5,1.1,0,0,0,1,0,0,0,0,0,0,0,0,4678
20200419,13.5,8.5,19.6,0,1.2,0,0,0,1,0,0,0,0,0,0,0,0,41283
20200420,12.3,9.5,15.5,10.3,1,0,0,0,1,0,0,0,0,0,0,0,0,16943
20200421,10,7.6,13.1,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,698
20200422,7.4,4.8,10.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9510
20200423,6,4.1,8.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6547
20200424,7.9,2.9,12.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12375
20200425,9.9,4.1,14.3,0,1.1,0,0,0,1,0,0,0,0,0,0,0,0,13923
20200426,13.1,9.9,17.1,0,1.2,0,0,0,1,0,0,0,0,0,0,0,0,29744
20200427,12.3,6.8,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,41474
20200428,12.9,8.7,18.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1688
20200429,13.9,7.8,19.9,0,1.1,0,0,0,1,0,0,0,0,0,0,0,0,16098
20200430,14.9,9.3,21,0,1.2,0,0,0,1,0,0,0,0,0,0,0,0,32397
20200501,17.1,9.3,23.4,0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,47850
20200502,20.2,16.4,26.2,0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,39740
20200503,20.3,18,23.9,0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,38926
20200504,21.8,17,27.4,0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,36502
20200505,20.2,14.8,25.3,0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,4019
20200506,16,13.1,19.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,33963
20200507,19.4,11.1,27.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15210
20200508,20.7,14.9,26.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15742
20200509,19.9,14.3,27.3,0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,14697
20200510,14.2,12.7,16.8,24.4,1.2,0,0,0,0,1,0,0,0,0,0,0,0,7052
20200511,14.4,12.8,16.6,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,25784
20200512,16.5,12.4,22,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1623
20200513,14.3,10.5,18.9,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,12158
20200514,16.1,10.2,21.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17376
20200515,19.3,12.4,25.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15029
20200516,16.1,14.1,20.2,12,1.1,0,0,0,0,1,0,0,0,0,0,0,0,4559
20200517,16.7,15,20.3,2.5,1.2,0,0,0,0,1,0,0,0,0,0,0,0,24077
20200518,19.1,14.6,24.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32550
20200519,19.1,13.2,26.8,29.8,0,0,0,0,0,1,0,0,0,0,0,0,0,899
20200520,13,10.1,17.1,19,0,0,0,0,0,1,0,0,0,0,0,0,0,9254
20200521,14.4,9.2,20.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18059
20200522,17.4,10.9,22.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18408
20200523,18.5,14.8,22.7,0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,17337
20200524,20.1,16.6,25,0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,36164
20200525,17.1,14.3,20.2,14.5,1,0,0,0,0,1,0,0,0,0,0,0,0,27810
20200526,16.6,13.7,21.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1640
20200527,16.2,12.7,22.9,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,13557
20200528,17.4,11.8,23.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31639
20200529,18.7,14.2,23.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17111
20200530,20.7,14.6,27.6,0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,14941
